hotel_id,hotel_name,country,city,star_rating,hotel_type,chain_affiliation,rooms,employees,year_opened,last_renovation,occupancy_rate,adr,revpar,annual_revenue,profit_margin,customer_satisfaction,online_rating,n_reviews
HTL_0494,Hotel_Amsterdam_494,NL,Amsterdam,4,Boutique,Marriott,36,39,1994,2017.0,0.854,188.81,161.15,2117.5,-0.072,8.1,4.2,215
HTL_0432,Hotel_Vienna_432,AUSTRIA,Vienna,2*,Chain - International,AccorHotels,97,74,1866,2004.0,0.792,128.18,101.55,3595.4,0.095,4.9,3.1,683
HTL_0629,Hotel_Seville_629,spain,Seville,3,Chain - National,Best Western,82,64,1988,,0.848,160.35,135.94,4068.7,0.237,8.3,4.0,296
HTL_0357,Hotel_Valencia_357,SPAIN,Valencia,3,Chain - International,Meliá,38,32,1979,2014.0,0.8,109.73,87.75,1217.1,0.312,7.3,3.2,260
HTL_0325,Hotel_Lisbon_325,PORTUGAL,Lisbon,4,Independent,,96,109,1986,2014.0,0.741,161.0,119.22,,0.126,8.7,4.0,692
HTL_0638,Hotel_Berlin_638,DE,Berlin,1 star,Boutique,,17,10,2006,2017.0,0.376,,24.31,150.8,-0.032,5.1,2.8,44
HTL_0010,Hotel_Cologne_10,Germany,Cologne,five,Chain - International,Local Chain,113,144,1986,2019.0,0.769,382.33,294.02,12126.7,0.137,10.0,4.5,599
HTL_0250,Hotel_Rotterdam_250,Holland,Rotterdam,3*,Budget,,138,138,1986,2016.0,0.546,180.27,98.41,4957.1,,6.7,3.3,513
HTL_0023,Hotel_Valencia_23,Spain,Valencia,4,Boutique,,50,47,1936,2021.0,0.689,167.79,115.65,2110.6,0.098,7.0,3.3,131
HTL_0222,Hotel_Hamburg_222,Deutschland,Hamburg,4,Business,,58,64,2005,2017.0,0.956,241.41,230.77,4885.3,0.189,8.6,3.8,526
HTL_0782,Hotel_Munich_782,Deutschland,Munich,4,Boutique,,70,66,1999,,0.899,182.52,164.06,4191.8,0.165,9.6,4.6,350
HTL_0711,Hotel_Milan_711,Italy,Milan,4,Chain - International,NH Hotels,158,187,1996,2001.0,0.917,225.03,206.25,11894.2,0.016,8.0,3.5,936
HTL_D0204,Hotel_Seville_204,SPAIN,Seville,3 star,Business,,65,63,1987,,0.722,94.98,68.53,1625.8,0.086,6.1,3.3,129
HTL_0544,Hotel_Malaga_544,Spain,Malaga,3,Chain - International,Best Western,107,86,2002,2007.0,0.924,89.54,82.7,3229.7,0.247,7.4,3.3,322
HTL_0341,Hotel_Amsterdam_341,NL,Amsterdam,3,Chain - International,Hilton,75,76,1962,2002.0,0.752,162.98,122.52,3353.9,0.028,8.0,3.3,361
HTL_0691,Hotel_Berlin_691,Germany,Berlin,4,Independent,,72,90,1967,2022.0,0.783,205.59,160.98,4230.7,0.15,9.2,4.4,288
HTL_0204,Hotel_Seville_204,SPAIN,Seville,3 star,Business,,65,61,1987,,0.722,94.98,68.53,1625.8,0.086,6.1,3.3,129
HTL_0238,Hotel_Naples_238,IT,Naples,4,Chain - International,Best Western,53,65,1994,2004.0,0.799,236.46,188.92,3654.6,-0.09,8.4,3.8,147
HTL_0094,Hotel_Vienna_94,AUSTRIA,Vienna,3 star,Independent,,96,77,1965,2004.0,0.555,142.41,79.04,2769.7,0.272,,3.7,250
HTL_0587,Hotel_Santorini_587,GR,Santorini,3,Boutique,,10,8,2012,,0.941,144.88,136.3,497.5,,7.5,3.5,27
HTL_0376,Hotel_Thessaloniki_376,Greece,Thessaloniki,4,Resort,,220,243,1975,2014.0,0.667,135.0,90.02,7228.6,0.184,9.4,4.6,1316
HTL_0524,Hotel_Hamburg_524,Germany,Hamburg,4,Budget,,137,124,2008,2023.0,0.697,280.52,195.49,9775.3,0.294,,3.8,271
HTL_0285,Hotel_Porto_285,PORTUGAL,Porto,3,Chain - International,Hilton,98,86,1967,2011.0,0.541,129.14,69.93,2501.3,0.139,7.2,3.7,265
HTL_0185,Hotel_Rome_185,Italy,Rome,1,Chain - International,NH Hotels,66,27,1917,2007.0,0.831,72.23,60.03,1446.1,0.152,6.5,3.2,202
HTL_0669,Hotel_Frankfurt_669,GERMANY,Frankfurt,3,Chain - International,Radisson,63,61,1942,2020.0,0.885,139.65,123.62,2842.7,0.206,4.1,1.8,283
HTL_0644,Hotel_Paris_644,france,Paris,1 star,Boutique,,10,5,1965,2005.0,0.723,,59.77,218.2,,,3.1,67
HTL_0154,Hotel_Salzburg_154,AUSTRIA,Salzburg,5,Chain - National,NH Hotels,161,207,1966,2022.0,0.793,260.44,206.58,12139.6,0.172,9.3,4.4,1150
HTL_0076,Hotel_Santorini_76,GR,Santorini,4,Independent,NH Hotels,54,68,2011,,0.722,180.29,130.2,,0.057,,3.9,292
HTL_0468,Hotel_Madrid_468,ES,Madrid,4,Chain - National,NH Hotels,91,91,2012,,0.73,104.57,76.32,2534.9,,5.4,2.9,403
HTL_0515,Hotel_Porto_515,Portugal,Porto,4*,Chain - National,Local Chain,91,90,2012,,0.739,164.84,121.83,4046.5,0.079,7.5,3.7,394
HTL_0278,Hotel_Lyon_278,FR,Lyon,3 star,Budget,Hilton,171,169,1986,2019.0,0.694,221.74,153.98,9610.6,-0.04,6.4,3.2,783
HTL_0069,Hotel_Madrid_69,ES,Madrid,5 star,Chain - International,Hilton,161,210,2013,,0.894,232.39,207.74,12208.0,0.2,8.6,3.8,637
HTL_0529,Hotel_Venice_529,italy,Venice,4,Independent,,110,118,1979,,0.528,228.08,120.52,,0.139,7.7,3.9,454
HTL_0189,Hotel_Porto_189,PT,Porto,3,Chain - National,Hyatt,73,67,1976,2011.0,0.698,116.68,81.46,2170.6,0.036,6.8,3.4,452
HTL_0272,Hotel_Athens_272,Greece,Athens,1,Independent,,89,24,2021,,0.74,59.15,43.76,1421.4,0.105,6.0,3.1,597
HTL_0520,Hotel_Bilbao_520,ES,Bilbao,4,Independent,,229,268,1861,2006.0,0.903,147.39,133.06,11121.5,0.177,8.2,4.0,1927
HTL_0237,Hotel_Frankfurt_237,Deutschland,Frankfurt,3,Chain - International,Best Western,149,147,2001,2020.0,0.685,151.63,103.79,5644.9,0.071,6.1,3.4,404
HTL_0089,Hotel_Venice_89,Italy,Venice,4,Independent,,70,71,1914,2020.0,0.846,251.72,213.02,5442.6,0.2,9.5,5.203703239178637,443
HTL_0737,Hotel_Lyon_737,FRANCE,Lyon,3,Independent,NH Hotels,47,38,2020,,0.664,155.96,103.58,,0.189,8.7,4.4,283
HTL_0118,Hotel_Bilbao_118,SPAIN,Bilbao,2,Business,,68,47,2008,2010.0,0.754,96.27,72.6,1802.0,-0.042,4.7,2.2,296
HTL_0126,Hotel_Hamburg_126,GERMANY,Hamburg,5,Independent,,121,162,1974,2003.0,0.765,198.76,152.01,,0.147,9.2,4.3,794
HTL_0680,Hotel_Seville_680,spain,Seville,3,Chain - International,Local Chain,61,49,1986,2011.0,0.84,167.46,140.59,3130.1,0.113,8.7,3.8,134
HTL_0290,Hotel_Madrid_290,ES,Madrid,3,Budget,,217,227,1997,2009.0,0.666,98.11,65.37,5177.8,,6.8,2.9,886
HTL_0239,Hotel_Naples_239,italy,Naples,four,Boutique,,35,39,1964,2020.0,0.828,268.93,222.68,2844.7,0.162,8.5,3.5,275
HTL_0001,Hotel_Lyon_1,France,Lyon,4,Chain - International,Best Western,87,104,1981,2020.0,0.98,278.54,272.97,8668.3,0.241,8.6,4.1,608
HTL_D0344,Hotel_Hamburg_344,germany,Hamburg,3,Independent,,110,101,2011,,0.783,156.66,122.73,4927.5,0.109,6.4,2.8,432
HTL_0399,Hotel_Nice_399,France,Nice,5,Chain - National,Radisson,153,201,2005,2022.0,0.727,336.49,244.62,13660.6,0.109,8.6,4.5,339
HTL_0721,Hotel_Nice_721,FR,Nice,3,Chain - National,Radisson,54,39,2021,,0.881,162.4,143.03,2819.2,0.092,6.1,3.1,242
HTL_0508,Hotel_Barcelona_508,España,Barcelona,3,Chain - International,Radisson,106,102,1995,2004.0,0.944,85.71,80.9,3129.8,0.01,8.8,4.2,461
HTL_0279,Hotel_The Hague_279,Netherlands,The Hague,4,Independent,,83,81,1970,2020.0,0.672,232.17,156.08,4728.5,0.094,8.1,3.8,238
HTL_0693,Hotel_Porto_693,PORTUGAL,Porto,3 star,Budget,,129,126,1927,,0.472,77.57,36.62,1724.1,,6.8,3.6,317
HTL_0117,Hotel_Seville_117,Spain,Seville,4,Chain - National,Marriott,138,149,2018,,0.846,190.25,160.96,8107.3,0.08,9.6,3.8,857
HTL_0229,Hotel_Berlin_229,GERMANY,Berlin,5,Independent,,131,160,2017,,0.694,272.45,189.1,,0.188,10.0,4.4,691
HTL_0583,Hotel_Barcelona_583,SPAIN,Barcelona,5,Boutique,Hilton,73,91,2006,,0.797,203.56,162.33,4325.3,0.135,8.9,3.8,293
HTL_0435,Hotel_Naples_435,Italy,Naples,2,Independent,,33,23,2004,2005.0,0.596,111.54,66.44,800.2,,6.3,3.0,129
HTL_0449,Hotel_Milan_449,IT,Milan,3,Chain - International,Hilton,151,123,1929,2011.0,0.805,157.56,126.9,6994.1,,7.9,3.9,1158
HTL_0275,Hotel_Hamburg_275,GERMANY,Hamburg,four,Independent,,104,125,2021,,0.671,234.58,157.45,5976.7,0.14,6.5,3.3,483
HTL_0319,Hotel_Madeira_319,PT,Madeira,3 star,Resort,,202,159,1991,2009.0,0.746,116.39,86.85,6403.4,0.144,6.8,3.3,1484
HTL_0781,Hotel_Valencia_781,SPAIN,Valencia,5,Business,,146,196,1989,2009.0,0.757,195.21,147.83,7877.6,0.186,9.6,4.6,1028
HTL_0145,Hotel_Athens_145,Greece,Athens,4,Chain - International,NH Hotels,97,98,1998,2004.0,0.708,125.19,88.63,3138.1,0.027,6.7,2.8,485
HTL_0594,Hotel_Madrid_594,SPAIN,Madrid,three,Independent,,155,115,1963,2000.0,0.698,161.85,112.89,6386.8,0.154,7.9,3.7,908
HTL_0523,Hotel_Salzburg_523,AT,Salzburg,4,Independent,,116,151,1996,2022.0,0.688,147.04,101.12,,0.024,10.0,5.0,534
HTL_0751,Hotel_Thessaloniki_751,GR,Thessaloniki,one,Chain - National,Meliá,52,35,1966,2003.0,0.682,64.6,44.04,835.8,,7.0,3.6,282
HTL_0602,Hotel_Madrid_602,spain,Madrid,4,Resort,,203,234,2014,,0.745,206.92,154.1,11417.8,0.199,8.5,4.0,760
HTL_0370,Hotel_Paris_370,France,Paris,3,Independent,,119,90,1965,2008.0,0.532,165.14,87.84,3815.4,0.045,6.3,3.2,542
HTL_0269,Hotel_Rome_269,italy,Rome,3,Resort,,169,148,1977,2018.0,0.948,178.21,168.9,10418.6,0.179,7.6,4.2,846
HTL_0584,Hotel_Valencia_584,España,Valencia,two,Chain - National,Radisson,78,53,1906,,0.661,126.27,83.43,2375.2,0.098,6.1,2.7,287
HTL_0308,Hotel_Nice_308,France,Nice,2,Chain - International,Marriott,100,56,2020,,0.875,134.79,117.89,4302.8,-0.055,6.3,2.8,779
HTL_0311,Hotel_Bordeaux_311,france,Bordeaux,4,Business,,135,152,1998,2012.0,0.757,230.02,174.14,8580.8,0.17,9.7,4.6,391
HTL_0466,Hotel_Madeira_466,PT,Madeira,3,Budget,,130,91,1962,2011.0,0.774,145.76,112.77,5351.1,0.15,5.7,3.2,294
HTL_0047,Hotel_Nice_47,FRANCE,Nice,3,Business,,76,78,2010,,0.781,131.85,102.95,2855.8,0.009,8.3,3.8,148
HTL_0350,Hotel_Bilbao_350,Spain,Bilbao,3,Independent,,115,107,2016,,0.734,146.58,107.52,4513.2,0.039,6.9,2.8,711
HTL_0372,Hotel_Lyon_372,France,Lyon,4,Chain - National,Hilton,128,149,1962,2015.0,0.912,171.04,155.96,7286.7,0.209,9.2,4.0,633
HTL_0539,Hotel_Venice_539,Italy,Venice,4*,Business,,113,126,1974,,0.678,294.88,199.81,8241.3,0.156,7.4,4.0,729
HTL_0262,Hotel_Amsterdam_262,Holland,Amsterdam,3,Chain - National,Best Western,85,74,1884,2006.0,0.626,203.47,127.47,3954.8,0.107,8.7,4.3,280
HTL_0196,Hotel_The Hague_196,NETHERLANDS,The Hague,3,Independent,,129,109,1934,2016.0,0.795,167.99,133.48,6285.0,0.209,7.7,3.6,453
HTL_D0501,Hotel_Cologne_501,germany,Cologne,2,Resort,IHG,182,110,1996,2014.0,0.811,132.87,107.81,7162.0,0.172,6.1,3.1,856
HTL_0692,Hotel_Frankfurt_692,Germany,Frankfurt,5,Chain - International,AccorHotels,81,97,2004,2011.0,0.759,241.39,183.31,5419.7,0.13,,3.5,542
HTL_0108,Hotel_Munich_108,GERMANY,Munich,2,Boutique,,61,44,2009,2020.0,0.63,136.88,86.3,1921.5,0.096,8.1,3.6,282
HTL_0060,Hotel_Lisbon_60,PT,Lisbon,5*,Independent,,188,274,1967,2010.0,0.899,176.71,158.93,10905.6,0.206,9.2,4.6,1339
HTL_0616,Hotel_Amsterdam_616,Holland,Amsterdam,3*,Boutique,IHG,60,58,1985,2008.0,0.674,180.51,121.72,2665.7,0.128,7.1,3.3,241
HTL_0454,Hotel_Thessaloniki_454,GREECE,Thessaloniki,2,Business,,96,65,1970,2000.0,0.775,85.18,65.98,2312.1,0.042,6.5,3.4,564
HTL_0101,Hotel_Naples_101,ITALY,Naples,5,Business,,164,205,1979,2021.0,0.91,317.5,289.03,17301.6,0.159,10.0,4.8,989
HTL_0728,Hotel_Venice_728,Italia,Venice,4*,Independent,,158,184,1984,2004.0,0.64,176.96,113.17,6526.6,0.273,8.2,4.1,618
HTL_0742,Hotel_Hamburg_742,Deutschland,Hamburg,3,Chain - International,Hilton,87,80,2011,,0.595,194.31,115.59,3670.5,0.024,,3.6,478
HTL_0600,Hotel_Bordeaux_600,FR,Bordeaux,5,Independent,,166,192,1974,2018.0,0.869,267.22,232.17,14067.0,0.16,9.6,4.7,988
HTL_0591,Hotel_Seville_591,Spain,Seville,2,Chain - International,IHG,72,49,1999,2005.0,0.744,110.3,82.07,2156.7,0.023,8.0,3.7,142
HTL_0180,Hotel_Faro_180,PORTUGAL,Faro,3,Boutique,,47,37,2014,,0.75,133.6,100.23,1719.4,0.002,7.0,4.0,292
HTL_0305,Hotel_Thessaloniki_305,GR,Thessaloniki,2,Business,,59,34,1973,2012.0,0.66,80.29,52.97,1140.7,,4.8,2.7,369
HTL_0444,Hotel_Malaga_444,SPAIN,Malaga,3,Independent,AccorHotels,36,32,1961,2003.0,0.685,128.97,88.31,1160.4,0.139,5.9,2.4,104
HTL_D0003,Hotel_Lyon_3,FRANCE,Lyon,3,Independent,,58,50,2006,2012.0,0.751,207.95,156.17,3306.2,0.113,8.3,4.135034089248312,310
HTL_0796,Hotel_Florence_796,Italia,Florence,4,Independent,,119,141,2001,2022.0,0.606,196.05,118.76,,-0.103,9.3,4.3,557
HTL_0150,Hotel_Madrid_150,spain,Madrid,5*,Chain - National,IHG,121,171,2002,2006.0,0.908,220.54,200.15,8839.6,0.254,9.3,4.5,1044
HTL_0125,Hotel_Munich_125,GERMANY,Munich,3,Business,,56,41,2003,2006.0,0.895,263.01,235.51,4813.8,0.14,6.9,4.0,200
HTL_0654,Hotel_Hamburg_654,Deutschland,Hamburg,4,Budget,,154,153,1977,2009.0,0.545,301.43,164.18,9228.4,0.068,6.2,3.1,782
HTL_0718,Hotel_Seville_718,SPAIN,Seville,2,Chain - International,Marriott,42,34,2015,,0.698,72.97,50.89,780.2,0.002,8.0,4.1,118
HTL_0186,Hotel_Santorini_186,Greece,Santorini,3 star,Independent,,114,97,2009,2013.0,0.807,132.4,106.86,4446.4,0.269,7.1,3.4,853
HTL_0667,Hotel_Frankfurt_667,germany,Frankfurt,3,Chain - National,IHG,79,64,2002,2015.0,0.763,162.34,123.79,3569.4,0.062,6.2,2.9,442
HTL_0051,Hotel_Florence_51,Italia,Florence,1,Boutique,,23,11,2015,,0.681,105.71,71.95,604.0,0.006,5.2,2.3,81
HTL_0484,Hotel_Naples_484,Italy,Naples,5 star,Chain - National,Local Chain,195,272,1962,2017.0,0.717,286.69,205.48,14625.2,0.239,10.0,4.6,934
HTL_D0648,Hotel_Madrid_648,Spain,Madrid,3,Independent,,107,106,1979,2022.0,0.834,144.02,120.15,4692.5,0.13,8.0,4.0,559
HTL_0486,Hotel_Marseille_486,FRANCE,Marseille,5,Independent,,85,99,1887,2018.0,0.927,395.16,366.2,11361.2,0.182,9.2,4.5,372
HTL_0322,Hotel_Madrid_322,Spain,Madrid,2,Independent,,50,33,2007,2021.0,0.631,101.63,64.14,1170.6,-0.057,8.2,3.7,204
HTL_0354,Hotel_Bilbao_354,ES,Bilbao,2,Chain - National,Meliá,45,31,1963,2017.0,0.658,93.78,61.7,1013.4,0.113,7.6,3.2,228
HTL_0764,Hotel_Berlin_764,Germany,Berlin,four,Chain - National,Radisson,153,175,1967,2016.0,0.856,179.53,153.75,8586.1,0.083,5.3,3.0,1030
HTL_0143,Hotel_Frankfurt_143,Germany,Frankfurt,2,Resort,,130,110,1999,2016.0,0.662,143.18,94.76,4496.2,0.1,5.7,3.1,288
HTL_0371,Hotel_Barcelona_371,SPAIN,Barcelona,3,Chain - International,IHG,46,48,2004,2012.0,0.806,154.82,124.81,2095.6,0.235,6.7,3.1,255
HTL_0142,Hotel_Bilbao_142,spain,Bilbao,4,Chain - International,NH Hotels,111,121,2020,,0.893,186.24,166.26,6736.0,0.257,7.8,3.3,422
HTL_0400,Hotel_Milan_400,IT,Milan,5,Boutique,,57,73,2002,2022.0,0.858,250.53,214.9,4470.9,0.139,8.8,4.3,196
HTL_0264,Hotel_Rome_264,Italia,Rome,4,Boutique,,28,27,1995,2001.0,0.98,258.65,253.47,2590.5,0.104,6.6,2.8,135
HTL_0321,Hotel_Lyon_321,FR,Lyon,5,Resort,,469,593,1992,2017.0,0.958,311.43,298.32,51068.0,0.049,7.8,3.8,3630
HTL_0020,Hotel_Madrid_20,Spain,Madrid,5,Chain - International,Meliá,118,152,1992,2019.0,0.923,214.5,197.89,8523.2,0.189,8.7,4.2,368
HTL_0173,Hotel_Marseille_173,FRANCE,Marseille,4,Chain - National,Hilton,55,59,1967,2023.0,0.907,316.89,287.51,5771.8,,7.8,3.4,340
HTL_0673,Hotel_Salzburg_673,Austria,Salzburg,5*,Independent,Marriott,107,139,2018,,0.707,265.51,187.79,7334.3,0.082,8.7,4.2,190
HTL_0313,Hotel_Munich_313,Germany,Munich,3,Independent,Marriott,46,28,2005,2018.0,0.521,162.02,84.36,,0.135,6.7,3.8,177
HTL_0391,Hotel_Paris_391,France,Paris,3,Independent,,38,29,1979,2018.0,0.818,142.3,116.39,1614.3,0.11,6.1,2.8,178
HTL_D0573,Hotel_Athens_573,Greece,Athens,4,Business,Marriott,124,147,2008,2014.0,0.716,211.0,151.05,6836.5,0.215,8.5,4.6,555
HTL_0013,Hotel_Cologne_13,GERMANY,Cologne,three,Chain - National,Best Western,123,99,2011,,0.773,164.34,127.03,5703.0,0.159,8.6,4.4,822
HTL_0408,Hotel_Porto_408,PT,Porto,4*,Business,,91,106,1995,2021.0,0.723,162.56,117.61,3906.5,0.145,8.4,4.0,251
HTL_0409,Hotel_Seville_409,ES,Seville,4,Independent,,115,122,1856,2004.0,0.868,137.21,119.16,5001.8,0.176,6.9,3.4,448
HTL_0306,Hotel_Florence_306,ITALY,Florence,3,Boutique,,70,64,2017,,0.752,188.75,141.88,3624.9,,8.4,4.5,333
HTL_0355,Hotel_Bordeaux_355,FRANCE,Bordeaux,2,Business,,65,46,2010,,0.615,134.36,82.62,1960.2,0.129,6.6,3.2,133
HTL_0026,Hotel_Valencia_26,Spain,Valencia,3,Independent,,107,109,1975,2006.0,0.781,154.16,120.45,4704.1,0.223,8.2,4.0,261
HTL_0614,Hotel_Cologne_614,Germany,Cologne,5 star,Independent,,129,170,1856,2000.0,0.878,299.01,262.65,12367.1,0.254,7.2,3.6,955
HTL_0170,Hotel_Madrid_170,Spain,Madrid,4,Resort,,146,170,1865,2015.0,0.873,193.7,169.07,9010.0,0.059,7.7,4.1,792
HTL_0039,Hotel_Rome_39,IT,Rome,2,Chain - International,Local Chain,51,40,1996,2003.0,0.832,117.49,97.71,1818.8,0.025,4.7,2.0,239
HTL_0176,Hotel_Porto_176,PORTUGAL,Porto,5,Boutique,,93,120,1993,2003.0,0.906,167.34,151.69,5149.2,0.068,9.1,4.2,441
HTL_0246,Hotel_Rome_246,Italy,Rome,5,Chain - National,Meliá,102,134,2003,2004.0,0.8,301.37,240.97,8971.4,0.037,9.8,4.4,267
HTL_0299,Hotel_Munich_299,Deutschland,Munich,3,Boutique,,10,9,2011,,0.687,,141.2,515.4,0.105,6.6,3.2,45
HTL_0688,Hotel_Naples_688,IT,Naples,3,Chain - International,Marriott,70,67,2000,2002.0,0.713,114.52,81.67,2086.5,0.115,8.0,4.7,492
HTL_0417,Hotel_Venice_417,ITALY,Venice,3,Chain - National,Radisson,88,82,2008,2018.0,0.7,134.03,93.76,3011.6,0.024,8.1,3.6,503
HTL_0649,Hotel_The Hague_649,Holland,The Hague,5 star,Independent,,132,164,1972,2005.0,0.772,255.44,197.29,9505.5,0.055,8.2,4.1,583
HTL_0273,Hotel_Madeira_273,PORTUGAL,Madeira,2,Boutique,,30,20,1976,2015.0,0.669,96.58,64.58,707.2,,6.0,2.8,115
HTL_0474,Hotel_Paris_474,FRANCE,Paris,five,Resort,,447,573,2038,2017.0,0.98,367.66,360.3,58785.2,0.134,8.4,3.6,1727
HTL_0630,Hotel_Faro_630,PT,Faro,5,Independent,,145,195,1964,,0.815,181.65,148.07,,0.19,9.8,4.4,1100
HTL_0155,Hotel_Frankfurt_155,germany,Frankfurt,3,Boutique,,25,22,1981,2010.0,0.737,198.38,146.14,1333.5,0.127,6.0,3.3,155
HTL_0127,Hotel_The Hague_127,NETHERLANDS,The Hague,2,Chain - International,IHG,84,65,2001,2004.0,0.568,146.65,83.35,2555.6,0.082,7.5,3.9,175
HTL_0450,Hotel_Malaga_450,Spain,Malaga,5 star,Boutique,,62,93,1921,2004.0,0.747,276.0,206.28,4668.0,0.016,8.4,4.0,234
HTL_0588,Hotel_Santorini_588,GREECE,Santorini,3,Chain - National,AccorHotels,71,65,1987,2013.0,0.904,127.86,115.6,2995.9,0.194,6.9,3.6,640
HTL_0342,Hotel_Hamburg_342,DE,Hamburg,4,Resort,,476,515,2016,,0.934,172.17,160.74,27926.7,0.257,8.0,4.1,2377
HTL_0431,Hotel_Milan_431,Italy,Milan,4,Boutique,,46,47,2014,,0.98,193.81,189.94,3189.0,0.205,9.0,5.0,272
HTL_0288,Hotel_Valencia_288,ES,Valencia,2,Boutique,NH Hotels,13,8,1993,2019.0,0.635,,54.7,259.5,0.161,7.5,3.6,70
HTL_0114,Hotel_Marseille_114,FRANCE,Marseille,5,Independent,NH Hotels,119,154,2006,2019.0,0.797,231.71,184.75,,0.209,9.3,4.3,722
HTL_0530,Hotel_Vienna_530,AUSTRIA,Vienna,5,Boutique,AccorHotels,69,93,2018,,0.82,234.43,192.34,4844.0,0.148,7.6,3.8,165
HTL_0174,Hotel_Marseille_174,France,Marseille,3,Boutique,,11,11,1961,,0.878,160.91,141.33,567.4,0.176,9.3,5.0,91
HTL_0360,Hotel_Rotterdam_360,NETHERLANDS,Rotterdam,3,Independent,,76,81,1999,2019.0,0.924,243.08,224.52,6228.2,0.046,7.3,3.8,568
HTL_0716,Hotel_Venice_716,Italia,Venice,3,Chain - National,NH Hotels,106,85,1980,2006.0,0.795,220.35,175.26,6780.9,0.161,7.2,3.1,537
HTL_0058,Hotel_Venice_58,Italy,Venice,2,Chain - International,NH Hotels,67,50,1965,2017.0,0.705,124.29,87.62,2142.8,0.087,6.3,3.1,136
HTL_0568,Hotel_Frankfurt_568,DE,Frankfurt,3,Boutique,,66,66,1997,2009.0,0.734,229.61,168.51,4059.4,,8.3,3.7,322
HTL_0223,Hotel_Nice_223,FR,Nice,1,Chain - International,Hyatt,88,41,1988,2010.0,0.739,93.97,69.46,2231.0,-0.126,3.5,2.0,180
HTL_0709,Hotel_Lyon_709,FRANCE,Lyon,4,Independent,,137,134,1987,2018.0,0.799,232.2,185.48,,0.064,,3.6,400
HTL_0281,Hotel_Malaga_281,spain,Malaga,5,Chain - National,AccorHotels,96,139,1978,2022.0,0.787,195.89,154.11,5399.9,0.081,9.2,4.8,467
HTL_0018,Hotel_Berlin_18,Deutschland,Berlin,2,Chain - National,IHG,81,64,2007,2018.0,0.578,132.2,76.35,2257.2,0.103,6.8,3.4,393
HTL_0128,Hotel_Lisbon_128,PORTUGAL,Lisbon,5*,Independent,,137,181,2001,2010.0,0.716,245.23,175.52,8776.9,0.171,10.0,4.8,399
HTL_0323,Hotel_Porto_323,PORTUGAL,Porto,2,Independent,,59,43,1970,2020.0,0.648,59.78,38.76,,0.194,7.5,3.6,270
HTL_0256,Hotel_Hamburg_256,Deutschland,Hamburg,1,Independent,,42,17,2017,,0.548,76.88,42.1,,0.045,5.0,3.1,130
HTL_0685,Hotel_Berlin_685,germany,Berlin,3,Boutique,,21,16,1998,2007.0,0.749,190.31,142.49,1092.2,0.234,6.9,,40
HTL_0471,Hotel_Venice_471,Italia,Venice,3*,Chain - International,Marriott,169,129,1977,2008.0,0.861,158.31,136.34,8410.4,0.123,7.1,3.0,1395
HTL_D0696,Hotel_Madrid_696,España,Madrid,3,Chain - International,AccorHotels,97,98,2001,2016.0,0.802,152.64,122.44,4335.0,0.186,6.4,3.4,413
HTL_0469,Hotel_Venice_469,IT,Venice,3,Independent,,67,52,2010,,0.66,159.87,105.54,,0.176,10.0,4.3,253
HTL_0794,Hotel_Salzburg_794,Austria,Salzburg,3,Independent,Hilton,54,48,1995,2010.0,0.625,185.02,115.72,2280.8,0.018,7.3,3.4,296
HTL_0191,Hotel_Santorini_191,Greece,Santorini,4,Chain - International,NH Hotels,87,84,1858,2023.0,0.749,263.5,197.46,6270.3,0.035,7.4,3.7,174
HTL_0116,Hotel_Lyon_116,FRANCE,Lyon,3,Chain - International,Hyatt,94,71,2013,,0.799,216.9,173.35,5947.8,0.143,8.0,4.4,408
HTL_0532,Hotel_Valencia_532,SPAIN,Valencia,3,Boutique,,10,8,1996,2019.0,0.673,150.48,101.31,369.8,0.119,9.3,3.7,55
HTL_0747,Hotel_Naples_747,ITALY,Naples,1,Boutique,,16,8,1979,2000.0,0.861,64.01,55.13,322.0,0.092,7.7,3.4,92
HTL_0519,Hotel_Bilbao_519,spain,Bilbao,3,Independent,,67,51,2015,,0.721,87.9,63.42,1550.9,0.064,9.3,4.3,234
HTL_0095,Hotel_Marseille_95,France,Marseille,two,Business,,158,123,1972,2012.0,0.701,105.02,73.58,4243.6,0.159,6.4,3.2,734
HTL_0181,Hotel_Lyon_181,france,Lyon,4,Chain - International,NH Hotels,101,97,1971,2016.0,0.853,278.83,237.71,8763.2,0.278,,2.5,312
HTL_0302,Hotel_Cologne_302,GERMANY,Cologne,4,Independent,,76,74,1999,2018.0,0.56,166.46,93.16,2584.2,0.25,9.0,4.2,335
HTL_0635,Hotel_Cologne_635,Germany,Cologne,4,Independent,,106,120,2010,,0.661,177.9,117.66,,0.057,8.7,4.2,378
HTL_0598,Hotel_Rome_598,Italy,Rome,3*,Independent,,24,21,2015,,0.771,,134.23,1175.8,0.052,8.8,3.8,154
HTL_0607,Hotel_Lyon_607,FR,Lyon,4 star,Independent,,102,89,2011,,0.98,259.3,254.11,,0.292,8.0,4.3,842
HTL_0577,Hotel_Innsbruck_577,Austria,Innsbruck,4,Chain - National,Hyatt,81,94,2008,2021.0,0.794,253.4,201.25,5950.0,0.073,6.8,3.2,422
HTL_0558,Hotel_Malaga_558,SPAIN,Malaga,4,Chain - International,Marriott,83,84,1964,2005.0,0.98,214.82,210.52,6377.8,0.113,7.3,3.7,780
